length,input,target
19,1 0 2 2 2 1 0 1 1 1 2 2 1 1 0 1 2 2 0,1
19,0 1 1 0 1 0 0 1 1 0 0 0 2 2 0 1 2 1 0,1
19,2 1 2 1 0 0 0 1 1 1 1 1 2 2 2 2 0 0 1,2
19,1 1 1 1 1 0 0 0 2 0 1 0 1 2 2 2 2 0 1,0
19,1 1 0 1 0 2 1 2 1 2 0 2 2 1 1 1 2 2 0,1
19,0 1 0 2 0 1 0 0 2 0 1 0 1 0 1 0 0 2 1,0
19,1 0 2 2 1 0 1 2 1 2 2 0 2 2 1 2 1 2 1,1
19,1 1 2 0 1 1 1 1 2 1 2 1 2 0 0 2 2 1 0,0
19,1 1 1 2 0 1 0 1 2 0 1 1 0 1 1 2 2 0 1,0
19,2 2 1 0 1 0 0 2 0 1 1 2 2 1 1 1 0 1 2,2
19,2 0 1 2 2 0 0 1 1 0 0 2 0 1 0 1 2 1 1,2
19,0 2 2 0 1 2 2 2 0 2 1 1 0 2 0 0 1 1 0,1
19,0 2 1 2 0 1 1 0 2 2 2 1 2 2 2 1 2 2 2,0
19,0 1 2 1 2 0 1 1 1 0 0 0 2 2 0 1 1 0 0,0
19,2 1 2 0 1 2 1 1 0 2 2 0 1 2 2 2 0 0 1,1
19,0 1 0 2 2 1 0 0 2 0 2 1 1 2 0 0 2 0 2,0
19,2 1 1 2 2 1 2 2 2 1 0 1 1 0 2 1 1 0 0,1
19,2 0 0 1 2 1 1 2 1 0 2 1 0 0 0 0 0 0 0,1
19,2 2 1 1 2 0 1 1 2 0 2 2 2 2 0 1 0 1 1,2
19,1 1 1 1 0 0 1 2 0 0 2 1 0 2 2 1 0 2 1,0
19,1 1 1 1 0 0 1 0 2 1 0 0 0 1 0 2 1 0 1,1
19,0 1 0 0 2 1 1 1 0 2 1 0 1 1 2 2 0 0 1,1
19,2 1 1 1 1 0 2 2 0 2 2 2 2 1 0 0 1 0 2,1
19,0 2 0 1 2 1 2 0 1 1 1 2 1 2 0 1 0 0 1,0
19,1 0 0 2 2 0 0 1 0 2 1 0 1 1 1 2 1 1 1,2
19,1 1 1 0 2 2 0 1 2 2 2 2 0 0 2 2 1 1 0,1
19,0 2 0 0 1 0 1 2 1 2 1 1 0 1 2 2 1 2 2,0
19,2 0 2 2 0 1 0 2 0 2 1 2 0 1 0 1 1 2 0,1
19,1 1 1 0 1 2 0 0 2 0 0 2 1 0 2 0 2 0 0,0
19,0 1 2 0 0 1 1 1 0 2 2 0 0 0 1 0 0 2 1,2
19,0 1 0 1 1 1 0 1 2 1 2 1 0 0 1 0 1 1 1,0
19,2 0 2 2 0 2 1 1 1 2 2 0 1 1 0 1 0 2 0,2
19,0 2 2 1 0 2 2 2 1 1 1 1 2 2 1 0 2 0 0,1
19,0 1 2 0 1 2 1 1 0 1 0 2 0 2 2 1 2 1 1,2
19,1 1 1 2 1 2 0 2 2 1 1 2 0 0 0 2 0 1 2,0
19,0 2 2 1 0 1 0 2 2 0 0 1 2 0 1 0 0 1 1,1
19,1 1 2 1 2 1 1 0 1 1 1 0 0 0 1 1 1 2 2,1
19,0 0 2 2 0 1 0 2 2 1 2 1 0 1 1 2 0 2 1,2
19,2 0 2 1 0 0 1 0 1 1 0 2 0 2 0 2 1 0 2,2
19,1 2 1 1 0 0 1 2 0 1 0 0 1 1 1 2 0 2 0,1
19,1 1 0 2 0 1 1 1 0 0 2 2 0 2 1 0 1 0 2,2
19,2 0 1 0 0 2 0 0 1 1 0 0 0 1 1 0 0 2 2,1
19,1 0 0 0 0 0 1 1 2 2 0 2 2 2 0 0 0 1 2,1
19,0 2 0 2 1 0 1 0 0 0 1 2 2 1 0 0 1 2 2,2
19,0 2 1 2 2 1 0 0 2 2 1 2 1 1 0 2 0 1 0,2
19,1 1 1 0 0 2 0 1 2 0 1 1 2 1 0 1 0 2 1,2
19,2 1 1 2 0 0 2 2 2 1 1 2 2 0 0 2 2 2 1,1
19,1 2 2 2 2 2 2 2 1 1 1 0 2 0 2 2 1 2 0,0
19,1 2 1 0 1 2 2 2 0 0 0 2 0 2 1 1 0 2 0,1
19,0 1 1 2 1 2 2 0 0 2 0 2 1 1 1 0 0 1 1,0
19,1 1 0 2 2 0 0 1 0 2 1 2 0 1 0 0 0 1 0,2
19,0 0 2 2 2 2 1 2 0 0 1 2 1 2 2 1 1 0 1,1
19,0 2 1 1 0 2 0 2 0 2 2 2 2 0 0 1 0 2 1,2
19,2 1 1 2 2 1 0 1 2 2 0 0 2 0 2 2 0 2 1,2
19,2 2 2 0 0 2 2 2 1 2 0 0 0 1 2 0 0 2 2,1
19,2 1 1 1 0 0 2 2 2 2 1 0 2 0 2 1 0 2 2,2
19,2 0 1 2 1 2 1 1 0 1 0 0 2 2 0 0 1 2 2,2
19,1 1 0 0 2 0 1 0 2 0 0 1 1 1 2 0 2 2 0,1
19,0 0 1 1 0 1 1 1 2 0 0 2 0 2 0 0 2 2 2,2
19,0 0 2 0 2 1 0 2 0 1 2 2 1 2 0 0 1 2 2,2
19,2 2 2 0 0 2 1 1 1 2 0 1 2 2 0 2 2 1 1,0
19,1 2 2 1 0 1 2 0 1 2 0 2 0 1 2 0 2 2 2,2
19,0 0 1 0 0 2 2 2 0 1 1 1 2 2 1 1 2 2 2,1
19,0 0 0 0 1 0 0 2 2 1 0 0 1 2 2 2 0 1 0,2
19,2 1 1 0 1 0 1 2 1 0 1 2 1 1 2 2 0 1 1,2
19,2 1 1 0 0 1 0 1 2 1 2 1 2 2 1 2 0 1 1,0
19,1 1 2 2 0 2 1 1 2 0 2 1 1 0 2 0 1 2 0,0
19,0 0 1 2 0 0 1 0 1 0 1 1 1 0 1 2 2 0 2,0
19,0 1 0 1 0 1 2 0 0 2 1 1 1 2 1 0 1 2 2,0
19,0 1 1 0 2 2 2 0 1 1 1 2 2 2 2 0 2 2 1,0
19,1 0 2 1 0 2 1 2 1 1 1 2 2 2 1 2 1 2 1,1
19,1 1 2 1 1 1 2 0 1 0 0 0 2 0 1 0 0 0 2,0
19,2 2 0 2 1 0 1 1 0 2 1 2 2 0 1 2 2 0 0,0
19,2 2 2 1 1 0 1 0 0 1 1 1 2 1 0 2 2 0 1,2
19,0 2 2 1 0 1 1 2 0 2 0 2 0 1 2 0 2 2 2,1
19,1 2 0 1 2 1 1 0 0 1 0 2 0 1 2 2 0 2 2,2
19,1 0 1 1 0 0 2 1 1 2 2 0 2 1 0 0 2 1 2,1
19,2 1 0 1 0 0 2 1 1 0 1 0 0 0 0 1 0 0 2,0
19,1 2 0 2 2 2 2 2 2 2 0 1 0 1 1 2 0 0 1,2
19,2 1 2 1 1 1 1 0 2 1 0 1 1 0 0 0 1 2 2,1
19,1 2 0 2 0 0 2 0 1 1 2 1 1 2 2 2 1 0 2,1
19,1 0 2 0 0 2 1 1 2 1 1 2 0 2 1 2 1 2 1,1
19,2 1 0 0 1 2 0 1 0 2 2 0 1 1 2 0 2 1 0,0
19,1 0 1 2 1 0 1 1 2 0 1 0 0 0 2 1 1 2 2,0
19,2 2 2 0 1 1 2 1 1 2 0 0 2 1 1 0 2 1 2,2
19,0 1 1 2 2 2 1 2 1 0 1 2 0 0 1 1 2 2 0,0
19,0 0 0 1 1 1 2 2 0 1 2 0 0 2 1 0 1 0 0,2
19,2 0 0 1 2 1 2 0 1 1 1 2 2 2 1 2 0 0 2,1
19,0 0 1 2 1 0 2 2 0 2 0 2 1 2 2 1 1 0 1,2
19,1 0 0 1 1 0 2 1 2 0 1 2 0 1 2 0 1 2 2,1
19,2 2 1 2 0 1 2 2 1 1 2 0 2 0 2 2 2 0 0,0
19,0 1 0 1 1 0 0 0 0 1 2 2 1 2 1 2 2 0 0,1
19,1 0 2 1 0 0 2 2 0 2 2 2 2 1 1 2 2 1 1,0
19,2 1 0 1 2 0 2 1 0 1 2 1 1 1 0 2 1 1 1,2
19,0 1 2 0 0 0 1 1 0 1 0 1 2 2 2 0 1 0 0,2
19,0 0 1 2 1 2 1 1 0 0 0 0 2 2 0 0 0 1 1,2
19,1 1 1 1 2 0 2 0 0 2 2 0 2 1 0 2 0 0 2,1
19,1 2 0 0 2 0 0 2 0 1 2 0 0 2 2 2 1 0 2,1
19,2 0 1 1 1 1 1 1 2 0 0 0 2 2 2 1 2 1 2,1
19,0 0 0 1 2 2 2 1 2 0 1 0 1 0 0 2 0 1 0,0
19,2 0 1 1 1 2 1 1 2 0 1 1 0 0 0 2 0 0 1,1
19,1 0 2 0 2 1 1 0 2 1 0 0 1 1 1 2 2 0 0,2
19,2 2 0 1 1 1 0 1 0 2 0 0 2 2 1 1 0 1 1,0
19,1 0 1 0 0 0 1 1 2 1 2 2 1 2 1 2 0 2 1,2
19,0 1 2 1 0 1 0 1 0 1 2 0 0 0 0 0 1 2 0,0
19,2 2 2 0 1 1 2 0 0 1 2 0 1 2 2 2 0 1 0,0
19,1 2 2 0 0 2 0 2 0 0 2 0 1 0 0 0 0 2 0,2
19,2 0 2 1 2 0 0 2 1 1 0 1 2 0 2 2 2 0 0,2
19,1 2 0 1 1 2 1 1 0 0 1 0 1 0 1 2 0 1 0,0
19,1 2 1 0 1 1 0 1 0 2 0 1 0 1 1 1 1 2 2,0
19,1 1 2 1 0 1 2 0 0 2 2 1 2 2 2 1 0 2 0,1
19,2 2 2 0 1 0 2 2 1 1 2 2 2 2 2 1 0 0 0,0
19,1 1 0 0 1 0 1 1 1 1 0 1 1 0 1 0 1 1 2,2
19,1 0 2 1 1 2 2 2 0 0 2 2 1 2 1 2 2 0 2,1
19,2 0 2 2 1 2 2 2 0 0 0 2 0 2 0 2 2 0 2,2
19,1 0 2 2 2 1 1 0 1 0 1 2 1 1 1 1 2 1 2,1
19,2 0 0 2 2 0 2 1 1 1 0 0 1 0 0 0 2 2 2,0
19,0 0 0 1 1 1 0 2 2 2 2 0 1 0 0 0 1 0 2,0
19,2 2 0 0 0 2 1 0 2 0 0 1 0 0 0 0 0 1 1,0
19,0 2 1 0 0 0 1 0 2 1 0 1 0 0 1 2 1 2 2,1
19,2 0 2 0 0 2 1 2 2 0 2 2 1 2 0 2 2 1 1,0
19,2 2 2 1 1 0 2 2 1 2 0 0 0 0 2 1 2 0 2,1
19,1 1 2 1 0 1 2 2 1 2 2 1 0 0 0 0 0 2 1,1
19,2 1 2 2 2 0 0 1 1 1 0 2 2 1 0 2 2 1 0,1
19,1 0 0 2 0 0 0 0 2 1 2 1 2 0 0 0 2 2 0,0
19,1 0 1 2 1 1 2 0 2 0 1 0 0 0 0 2 0 2 2,2
19,0 2 2 2 0 0 0 0 2 0 1 2 0 2 1 2 0 1 0,2
19,1 0 0 2 1 0 0 0 1 0 1 2 1 1 1 1 0 1 0,1
19,2 2 2 1 2 1 2 0 1 2 0 2 0 1 2 2 0 0 0,1
19,0 0 0 0 0 1 0 0 1 1 0 1 1 1 0 0 0 0 2,2
19,1 1 1 0 1 1 0 2 0 0 0 2 2 1 1 1 0 0 1,0
19,2 1 0 2 2 1 1 1 1 0 2 0 2 0 0 2 1 2 1,0
19,0 2 2 2 0 0 0 0 2 0 1 1 1 0 1 2 2 0 2,0
19,2 1 1 2 0 2 1 2 1 1 0 0 0 1 0 0 2 0 0,1
19,0 2 0 0 1 1 0 2 1 2 0 1 1 1 0 2 2 1 1,0
19,0 2 0 2 2 2 0 0 1 1 2 1 0 1 0 2 1 2 0,1
19,2 0 1 2 1 1 0 1 2 1 1 1 0 2 0 0 2 1 0,0
19,2 0 0 0 0 1 0 1 1 0 0 2 1 0 0 2 2 2 2,1
19,0 2 0 0 2 1 1 2 0 0 2 0 1 0 1 1 1 1 0,0
19,1 1 1 0 1 1 1 2 0 1 0 2 1 1 2 2 2 2 1,1
19,1 2 0 0 0 0 0 1 0 1 1 1 1 0 0 0 2 0 0,1
19,2 1 0 2 2 2 0 0 2 0 2 1 2 2 0 0 0 2 1,0
19,0 2 2 0 0 0 0 0 1 0 0 0 1 0 2 1 0 0 1,1
19,2 1 2 2 0 1 0 0 2 1 1 2 1 0 0 0 0 1 0,1
19,0 1 1 1 0 0 2 1 2 2 2 2 1 1 1 2 0 2 1,1
19,0 1 2 1 1 1 0 2 1 1 2 0 0 0 0 0 1 0 1,2
19,2 1 1 0 0 0 0 2 2 2 2 0 0 1 1 2 1 2 2,0
19,2 2 1 2 0 2 0 0 1 0 1 0 1 2 2 2 2 0 1,0
19,0 0 2 1 2 2 0 1 1 2 1 2 2 2 2 2 0 1 0,2
19,2 2 0 1 2 2 1 0 0 0 2 2 0 2 0 1 1 1 1,2
19,1 0 0 1 1 1 1 2 0 0 0 0 2 1 0 2 0 0 2,2
19,0 0 2 2 2 0 0 0 1 0 2 0 0 0 1 1 2 1 1,0
19,0 0 1 1 0 1 2 1 0 1 0 1 0 2 1 1 0 1 0,1
19,2 2 0 0 1 2 2 0 2 0 2 2 0 2 0 2 1 0 1,0
19,1 2 2 2 2 2 1 0 1 0 0 0 2 0 1 1 1 1 1,2
19,0 1 2 2 1 2 1 1 2 1 2 1 0 0 0 0 2 1 0,1
19,1 0 2 1 2 1 1 0 0 1 2 0 0 2 1 1 1 0 1,2
19,2 2 0 0 0 0 1 2 2 2 0 2 2 0 0 0 1 2 0,0
19,2 0 0 2 0 0 1 1 2 1 0 1 0 2 2 2 0 1 2,1
19,2 1 2 0 2 1 1 2 2 0 1 0 2 1 0 1 0 1 0,1
19,0 0 1 0 2 1 2 0 0 2 1 1 0 1 1 0 2 2 1,2
19,2 0 0 0 0 1 0 1 0 2 0 1 0 0 0 1 1 2 0,2
19,0 1 0 1 0 2 2 2 1 2 2 1 2 0 1 0 1 1 2,0
19,2 0 2 0 0 2 0 0 1 2 2 0 0 2 1 1 2 1 2,2
19,2 1 2 0 2 1 2 0 2 2 0 2 0 0 1 0 1 1 0,1
19,2 2 0 1 1 2 2 2 1 0 2 1 2 2 0 0 2 1 0,2
19,0 1 2 1 1 1 0 1 1 0 2 2 2 2 0 0 0 1 1,0
19,0 1 1 1 1 1 1 1 0 1 2 0 2 1 2 0 0 1 2,0
19,0 1 0 0 1 0 1 1 0 2 1 0 2 2 2 0 1 0 0,2
19,0 0 0 0 0 2 2 1 0 1 2 2 1 1 2 1 2 2 0,1
19,0 1 2 0 2 2 1 2 2 1 1 1 2 2 2 2 0 0 0,2
19,2 1 0 2 0 1 1 0 0 2 1 1 2 1 0 1 2 2 1,2
19,0 0 0 0 2 0 0 2 0 0 0 0 0 2 2 0 1 1 1,2
19,0 0 1 2 0 2 0 2 0 2 2 0 0 0 0 0 2 1 1,0
19,0 1 2 1 0 2 1 0 0 1 1 2 2 2 2 0 2 0 0,1
19,0 0 0 2 1 0 2 1 1 2 2 2 2 2 2 1 2 0 2,0
19,1 1 0 2 2 0 0 1 2 2 0 1 0 0 0 0 1 2 2,2
19,1 1 2 1 1 0 1 2 1 1 0 1 0 2 1 2 2 2 1,1
19,2 2 2 0 0 1 1 0 0 1 2 2 1 1 2 2 1 2 1,2
19,0 1 1 0 2 0 1 1 1 1 0 0 1 1 0 0 1 1 2,2
19,1 2 2 0 0 2 2 0 2 1 2 1 2 1 2 1 0 0 0,0
19,0 2 1 2 0 1 2 1 0 2 2 0 1 2 1 1 0 0 1,1
19,2 0 1 0 1 1 1 2 0 2 2 1 0 1 2 2 0 1 2,0
19,0 1 2 1 0 0 1 0 0 1 0 0 2 0 2 0 0 0 0,1
19,2 2 2 2 0 1 2 0 0 2 2 1 2 0 2 0 0 2 0,1
19,2 2 2 1 2 0 2 1 1 0 1 0 1 1 1 0 0 2 2,0
19,0 2 2 1 2 2 1 1 2 0 0 2 2 1 0 0 0 0 1,1
19,1 2 0 0 0 0 2 2 1 2 1 2 2 0 0 0 0 0 2,2
19,0 2 0 2 0 0 1 0 1 1 1 2 1 0 2 2 0 2 1,0
19,1 1 2 0 2 2 2 2 2 0 0 0 1 2 1 2 2 1 2,1
19,2 2 2 1 0 1 2 1 0 1 1 2 1 0 1 1 0 0 1,1
19,2 2 1 1 0 1 2 0 1 2 0 1 0 2 1 2 0 2 0,2
19,0 0 0 2 0 2 2 0 2 2 1 1 0 2 2 0 0 0 0,1
19,0 0 1 2 0 0 2 1 2 1 1 0 0 2 0 1 2 2 1,0
19,0 2 1 0 0 0 2 1 0 1 1 0 2 2 1 1 0 2 1,2
19,2 0 1 0 2 2 1 1 1 2 1 0 1 1 1 1 1 0 1,1
19,1 0 1 0 0 1 2 0 1 2 1 1 0 1 1 1 2 1 1,2
19,0 2 2 2 1 1 2 0 1 2 2 2 0 0 1 2 2 0 2,0
19,1 2 1 1 0 1 2 0 2 0 2 1 2 0 1 1 1 1 1,2
19,2 1 1 1 2 1 1 2 1 2 1 0 1 1 1 2 2 2 0,0
19,2 1 0 2 2 1 1 1 1 0 1 2 0 1 1 1 2 2 1,1
19,1 2 0 1 1 1 1 1 0 2 2 2 1 1 1 1 1 0 1,2
19,0 0 2 1 2 1 0 1 0 2 0 2 1 2 2 0 2 2 0,2
19,2 0 1 1 1 1 2 0 2 2 0 0 2 1 2 1 1 0 0,1
19,2 2 0 2 1 0 0 1 0 2 0 1 0 0 1 1 0 1 1,0
19,2 1 2 1 0 1 2 1 1 2 2 0 2 1 0 2 1 1 0,1
19,2 2 1 1 2 1 1 1 1 2 0 2 0 1 0 0 2 1 2,1
19,0 1 0 1 2 1 2 0 2 0 1 2 0 2 0 0 0 2 1,2
19,2 0 1 1 2 2 1 2 2 1 0 0 0 0 1 0 2 1 2,2
19,0 1 2 1 2 2 1 2 1 2 2 2 2 2 0 1 0 2 2,0
19,0 0 2 1 2 0 1 1 1 1 2 0 0 0 1 0 1 2 1,1
19,0 0 0 1 0 2 0 1 2 1 0 1 2 2 2 0 2 1 2,1
19,0 2 2 0 0 1 2 1 0 2 2 1 0 0 0 0 0 2 2,2
19,2 2 2 0 2 2 2 2 1 1 1 2 1 2 1 0 2 2 0,0
19,0 1 1 0 0 2 2 1 0 0 1 2 2 1 0 0 2 2 2,1
19,2 0 0 0 0 0 2 1 1 2 0 1 1 0 0 2 0 2 0,2
19,0 2 1 1 0 0 0 0 2 2 0 2 0 2 1 0 0 0 2,0
19,0 1 0 1 0 0 1 1 2 1 1 2 0 1 2 0 0 1 2,1
19,1 1 2 0 0 1 1 0 1 1 1 0 2 2 2 0 1 2 2,2
19,0 1 2 2 2 1 2 0 2 0 2 1 2 2 0 1 1 2 2,1
19,2 0 1 1 1 1 2 0 0 1 1 2 0 1 1 2 0 1 2,1
19,2 1 1 1 0 2 0 1 0 2 2 2 1 2 2 0 2 1 2,0
19,1 1 2 1 0 2 2 1 2 1 0 1 0 2 1 0 0 1 1,1
19,2 2 2 2 2 2 2 0 2 1 0 2 0 0 2 1 1 1 0,0
19,0 1 2 1 0 2 1 0 0 0 1 0 0 0 1 1 1 2 1,2
19,1 1 2 0 1 0 2 2 1 2 2 2 2 2 1 0 1 1 2,1
19,2 0 1 1 1 2 2 0 0 1 0 2 2 0 0 1 1 2 2,2
19,1 2 0 2 1 2 2 0 0 1 2 0 0 1 0 2 2 1 2,0
19,0 2 2 1 2 2 0 2 0 0 1 0 1 1 1 0 1 1 1,0
19,2 2 0 1 1 1 0 0 2 2 1 1 2 1 1 1 0 0 2,2
19,2 1 1 1 0 0 1 1 0 1 2 2 1 2 0 2 1 2 1,0
19,0 1 2 0 0 2 2 2 2 1 2 1 2 0 0 2 2 1 1,2
19,2 2 2 1 2 2 2 0 2 1 2 2 2 0 2 2 0 2 1,2
19,2 0 1 0 1 2 2 1 0 0 0 1 1 0 2 1 1 1 0,1
19,1 1 1 0 2 2 1 0 1 1 0 1 2 1 0 2 0 1 2,1
19,1 0 2 1 2 1 0 1 0 2 2 2 0 1 1 2 1 1 1,0
19,2 0 2 1 1 0 0 2 1 1 0 1 0 1 2 1 0 2 2,1
19,0 1 1 0 2 2 2 1 1 0 1 0 1 2 0 2 0 2 1,1
19,1 1 2 2 0 2 1 2 2 2 1 1 0 0 2 0 0 2 2,2
19,1 1 1 0 0 1 1 0 2 0 2 1 0 0 1 1 0 2 2,1
19,2 0 2 0 0 2 2 1 1 1 0 0 1 0 1 2 2 1 0,0
19,0 2 2 2 2 1 1 2 0 0 2 1 1 0 2 1 0 2 1,1
19,1 1 2 2 0 1 1 1 2 2 0 1 0 2 1 1 1 1 0,2
19,1 1 2 2 2 2 1 2 1 0 2 1 2 1 1 0 2 2 0,1
19,0 1 2 0 1 0 2 0 2 0 1 1 0 0 2 2 1 0 2,2
19,0 2 2 1 2 2 2 2 2 0 2 0 2 1 2 1 0 2 0,1
19,2 0 0 2 0 1 0 1 1 1 0 0 2 1 2 0 2 2 1,0
19,1 2 0 1 0 0 1 0 0 1 0 1 2 2 1 2 2 1 2,1
19,1 2 1 2 2 1 0 2 1 1 1 0 1 2 2 0 1 2 2,0
19,0 1 1 1 0 2 0 2 1 1 0 2 1 2 2 2 1 1 2,1
19,1 2 1 0 0 1 0 1 0 0 2 0 0 1 0 1 2 2 1,0
19,0 1 1 1 2 2 1 0 1 1 2 2 1 2 2 2 1 1 1,0
19,1 2 1 1 1 2 2 1 2 2 2 0 0 1 1 0 0 1 1,0
19,0 2 1 2 1 1 2 0 1 0 2 1 1 2 1 2 2 1 1,2
19,2 0 2 1 0 2 0 0 1 0 0 2 0 1 1 0 0 1 2,0
19,2 2 2 0 0 0 2 0 0 2 0 1 2 1 1 2 1 0 0,0
19,0 1 0 2 2 1 0 1 1 0 1 1 1 1 2 0 0 2 1,2
19,0 1 2 1 1 1 2 1 0 0 0 0 2 2 1 0 0 1 2,2
19,2 1 1 2 1 0 2 1 2 1 2 0 0 0 1 1 2 2 0,0
19,2 1 2 2 2 1 0 1 2 1 2 2 2 2 1 0 2 1 1,0
19,2 2 1 1 1 2 2 2 0 1 2 0 1 0 1 0 1 1 1,0
19,2 2 0 1 0 2 1 0 2 1 1 1 2 0 2 0 0 1 1,1
19,1 2 2 0 0 0 2 1 1 2 0 0 2 1 1 2 2 2 2,2
19,1 1 2 1 1 0 0 0 0 0 2 1 2 1 1 0 0 0 0,1
19,1 1 0 1 1 2 2 1 0 0 0 2 0 2 2 2 1 0 0,0
19,0 1 0 1 2 0 1 1 0 1 2 2 2 1 0 1 0 0 0,0
19,0 1 1 1 0 2 2 2 2 0 0 2 0 0 2 0 1 1 0,2
19,2 1 0 0 0 0 2 0 1 2 2 1 0 1 1 0 2 1 2,0
19,2 1 2 1 0 2 1 0 1 0 2 2 0 1 1 0 1 2 0,1
19,0 2 1 0 1 2 0 2 0 0 1 0 0 1 1 1 2 1 2,2
19,0 2 1 2 2 1 1 2 2 0 0 1 2 0 0 0 2 1 1,2
19,0 0 1 0 2 0 0 1 1 0 0 1 0 0 1 0 1 2 0,1
19,1 2 0 1 2 2 2 2 0 2 0 0 1 0 1 0 2 2 2,1
19,2 0 1 0 0 1 0 0 2 2 0 1 1 1 0 0 1 1 2,0
19,1 1 2 1 2 0 0 2 1 2 1 2 0 1 2 0 2 0 0,2
19,1 0 2 2 0 1 1 0 0 1 2 2 0 2 1 1 1 2 0,1
19,0 0 2 0 1 2 0 0 0 0 1 2 1 0 0 0 0 1 1,2
19,2 1 1 2 1 2 0 2 0 1 2 0 0 1 0 2 0 0 2,1
19,1 0 2 1 1 1 2 0 1 0 2 2 0 0 1 1 2 1 1,1
19,1 1 0 1 0 1 1 1 0 1 2 0 0 1 2 2 0 1 0,0
19,0 0 0 2 0 2 1 0 1 0 1 1 0 0 1 1 0 0 0,1
19,2 2 1 0 0 0 1 0 0 2 1 1 0 1 2 2 2 1 1,1
19,2 2 0 2 0 1 0 0 1 2 1 1 1 1 2 0 0 0 2,0
19,1 2 1 0 0 0 2 1 0 2 1 0 0 2 2 1 1 1 2,1
19,0 1 0 1 1 2 0 1 1 0 1 1 2 1 0 2 1 2 2,1
19,1 0 2 1 2 2 0 0 1 1 0 0 0 0 1 0 0 2 1,2
19,1 2 1 1 1 1 0 0 2 0 2 2 1 1 0 1 1 2 1,2
19,2 1 1 2 2 0 0 0 1 0 2 2 1 1 2 1 0 1 2,0
19,0 0 0 0 2 0 1 2 2 1 0 2 1 0 0 0 1 2 0,2
19,2 0 1 0 0 0 2 2 2 2 1 2 1 2 0 0 0 2 0,1
19,1 1 1 1 1 1 1 0 0 2 1 1 0 2 1 0 1 1 2,0
19,2 2 0 1 1 0 2 0 2 2 2 1 0 2 1 1 1 1 0,0
19,1 0 1 1 1 1 0 1 2 2 2 1 2 2 2 2 1 1 1,0
19,2 2 2 1 2 1 1 0 1 2 0 2 0 0 2 0 2 1 1,1
19,1 2 2 0 0 1 0 0 1 1 2 0 0 0 2 1 2 0 2,2
19,1 2 0 1 0 1 1 1 1 0 0 0 1 0 0 0 0 0 0,0
19,1 2 0 0 0 1 1 0 1 0 0 1 0 0 1 2 2 0 1,1
19,1 0 2 2 2 1 0 2 1 1 1 0 0 1 0 2 0 2 1,1
19,1 1 0 1 0 1 0 0 1 0 2 0 2 1 0 0 1 1 1,1
19,2 1 1 0 0 2 0 1 0 1 2 1 0 1 2 0 0 2 2,0
19,1 1 1 2 1 0 0 2 2 1 1 1 2 1 2 0 0 0 0,0
19,0 1 1 2 0 0 0 0 1 0 1 2 1 1 1 2 1 1 2,2
19,2 2 2 0 1 0 1 0 0 0 1 1 2 2 2 1 0 0 1,0
19,2 1 2 0 1 1 1 0 1 1 1 1 2 1 0 1 0 1 0,2
19,2 1 0 2 2 0 2 0 2 1 2 0 0 0 2 2 2 2 2,0
19,1 1 2 2 1 1 1 1 1 1 2 2 1 1 0 2 2 2 1,1
19,2 0 0 1 2 0 0 0 0 0 1 0 0 0 1 0 2 0 1,1
19,0 2 0 1 2 2 2 1 0 2 2 0 0 0 1 0 0 2 0,2
19,2 2 2 2 1 1 2 1 0 1 0 1 2 1 2 2 2 1 0,1
19,0 1 1 1 2 2 2 0 0 1 2 0 0 1 0 2 2 2 1,2
19,0 0 1 1 0 0 0 2 2 2 0 0 0 0 1 0 1 1 0,2
19,2 0 2 2 1 0 2 0 2 0 0 0 0 1 1 1 0 1 1,1
19,0 2 1 2 0 2 0 2 1 2 0 1 1 2 2 0 1 0 2,0
19,0 1 1 2 1 2 2 2 0 1 0 0 1 2 1 2 0 0 0,0
19,2 1 2 2 2 0 0 2 2 0 0 0 1 1 2 2 1 0 2,1
19,2 2 1 0 0 1 1 0 2 0 2 2 0 2 0 2 2 0 1,2
19,2 2 2 0 1 2 0 0 0 2 2 1 1 2 0 1 0 2 2,1
19,2 2 1 1 1 2 2 0 0 2 2 2 2 2 1 2 2 0 1,0
19,2 0 1 1 0 0 1 2 0 1 1 1 0 1 1 1 1 1 0,0
19,2 2 1 2 0 0 1 0 1 1 2 1 0 2 0 1 0 2 2,2
19,2 1 2 2 0 1 2 0 1 1 1 0 1 1 1 1 0 2 1,2
19,2 2 0 2 1 0 1 1 1 0 0 0 2 2 0 1 0 1 2,0
19,2 2 1 0 2 0 2 2 1 0 2 1 2 2 2 1 1 2 0,1
19,2 2 1 1 1 0 0 1 0 1 2 2 2 1 1 0 1 1 0,1
19,2 2 0 2 1 1 0 1 1 0 0 0 0 1 2 2 0 2 0,2
19,2 1 2 1 0 0 1 2 2 1 1 1 0 2 2 2 0 0 0,2
19,0 1 1 2 1 0 0 0 1 0 2 1 0 2 2 0 2 1 1,2
19,1 0 1 1 2 2 0 2 2 2 2 1 2 2 0 0 1 0 1,1
19,2 0 1 0 0 2 1 1 0 2 1 0 0 0 2 0 1 2 0,0
19,2 1 2 2 2 0 0 2 0 0 0 0 1 1 0 2 2 2 1,2
19,2 0 0 2 2 2 1 1 2 1 0 0 1 1 0 1 0 0 0,1
19,1 0 2 1 1 2 2 0 0 2 0 2 1 0 0 2 2 0 1,1
19,0 0 1 2 2 1 1 0 2 0 2 0 0 0 2 1 1 1 0,1
